application_id,mob,performance_date,dpd_bucket,current_dpd,balance_outstanding
APP000006,8,2024-04-19,0,0,18869.37
APP000006,9,2024-05-19,0,0,19330.73
APP000006,10,2024-06-19,0,0,16915.93
APP000006,11,2024-07-19,0,0,15826.31
APP000006,12,2024-08-19,0,0,15243.34
APP000006,13,2024-09-19,0,0,14096.99
APP000006,14,2024-10-19,0,0,12763.06
APP000006,15,2024-11-19,0,0,11531.4
APP000006,16,2024-12-19,0,0,10025.73
APP000006,17,2025-01-19,0,0,8788.23
APP000006,18,2025-02-19,0,0,7276.21
APP000006,19,2025-03-19,0,0,5858.66
APP000006,20,2025-04-19,0,0,4900.77
APP000006,21,2025-05-19,0,0,3763.72
APP000006,22,2025-06-19,0,0,2505.61
APP000006,23,2025-07-19,0,0,1216.16
APP000006,24,2025-08-19,0,0,0.0
APP000006,25,2025-09-19,0,0,0.0
APP000007,1,2024-07-23,0,0,2821.47
APP000007,2,2024-08-23,0,0,2846.08
APP000007,3,2024-09-23,0,0,2646.21
APP000007,4,2024-10-23,0,0,2672.04
APP000007,5,2024-11-23,0,0,2658.47
APP000007,6,2024-12-23,0,0,2377.37
APP000007,7,2025-01-23,0,0,2437.61
APP000007,8,2025-02-23,0,0,2247.35
APP000007,9,2025-03-23,0,0,2322.53
APP000007,10,2025-04-23,0,0,2065.23
APP000007,11,2025-05-23,0,0,2142.34
APP000007,12,2025-06-23,0,0,1996.87
APP000007,13,2025-07-23,0,0,2011.51
APP000007,14,2025-08-23,0,0,1827.7
APP000007,15,2025-09-23,0,0,1807.51
APP000008,1,2024-08-24,0,0,31815.99
APP000008,2,2024-09-24,1,15,32993.37
APP000008,3,2024-10-24,1,15,30966.53
APP000008,4,2024-11-24,1,15,28673.66
APP000008,5,2024-12-24,2,45,29524.84
APP000008,6,2025-01-24,2,45,28370.18
APP000008,7,2025-02-24,1,15,26160.91
APP000008,8,2025-03-24,1,15,25510.97
APP000008,9,2025-04-24,1,15,24085.25
APP000008,10,2025-05-24,0,0,25364.06
APP000008,11,2025-06-24,0,0,23677.05
APP000008,12,2025-07-24,0,0,21662.11
APP000008,13,2025-08-24,0,0,20815.12
APP000008,14,2025-09-24,0,0,20536.59
APP000009,1,2023-05-19,0,0,20852.79
APP000009,2,2023-06-19,1,15,19063.39
APP000009,3,2023-07-19,1,15,17926.65
APP000009,4,2023-08-19,1,15,15152.56
APP000009,5,2023-09-19,1,15,14295.34
APP000009,6,2023-10-19,1,15,11816.66
APP000009,7,2023-11-19,1,15,9626.02
APP000009,8,2023-12-19,0,0,8198.1
APP000009,9,2024-01-19,0,0,5999.79
APP000009,10,2024-02-19,0,0,3907.61
APP000009,11,2024-03-19,0,0,1949.7
APP000009,12,2024-04-19,0,0,0.0
APP000009,13,2024-05-19,0,0,0.0
APP000009,14,2024-06-19,0,0,0.0
APP000009,15,2024-07-19,0,0,0.0
APP000009,16,2024-08-19,0,0,0.0
APP000009,17,2024-09-19,0,0,0.0
APP000009,18,2024-10-19,0,0,0.0
APP000009,19,2024-11-19,0,0,0.0
APP000009,20,2024-12-19,0,0,0.0
APP000009,21,2025-01-19,0,0,0.0
APP000009,22,2025-02-19,0,0,0.0
APP000009,23,2025-03-19,0,0,0.0
APP000009,24,2025-04-19,0,0,0.0
APP000009,25,2025-05-19,0,0,0.0
APP000009,26,2025-06-19,0,0,0.0
APP000009,27,2025-07-19,0,0,0.0
APP000009,28,2025-08-19,0,0,0.0
APP000009,29,2025-09-19,0,0,0.0
APP000010,1,2023-10-07,0,0,26954.66
APP000010,2,2023-11-07,0,0,26697.58
APP000010,3,2023-12-07,0,0,25430.13
APP000010,4,2024-01-07,0,0,26119.85
APP000010,5,2024-02-07,0,0,25248.48
APP000010,6,2024-03-07,0,0,23674.56
APP000010,7,2024-04-07,0,0,22750.01
APP000010,8,2024-05-07,0,0,22066.66
APP000010,9,2024-06-07,0,0,21700.62
APP000010,10,2024-07-07,0,0,21060.0
APP000010,11,2024-08-07,0,0,19537.95
APP000010,12,2024-09-07,0,0,19630.96
APP000010,13,2024-10-07,0,0,18110.91
APP000010,14,2024-11-07,0,0,17783.6
APP000010,15,2024-12-07,0,0,16239.97
APP000010,16,2025-01-07,0,0,16191.98
APP000010,17,2025-02-07,0,0,15643.89
APP000010,18,2025-03-07,0,0,13885.51
APP000010,19,2025-04-07,0,0,14327.49
APP000010,20,2025-05-07,0,0,12697.26
APP000010,21,2025-06-07,0,0,12069.06
APP000010,22,2025-07-07,0,0,11143.13
APP000010,23,2025-08-07,0,0,10798.7
APP000010,24,2025-09-07,0,0,9708.86
APP000011,1,2025-01-01,1,15,40386.1
APP000011,2,2025-02-01,1,15,42509.32
APP000011,3,2025-03-01,1,15,40176.2
APP000011,4,2025-04-01,1,15,39744.19
APP000011,5,2025-05-01,0,0,38280.61
APP000011,6,2025-06-01,0,0,34441.84
APP000011,7,2025-07-01,0,0,34715.23
APP000011,8,2025-08-01,1,15,35463.1
APP000011,9,2025-09-01,1,15,33860.19
APP000012,1,2024-05-06,1,15,39943.78
APP000012,2,2024-06-06,1,15,37664.84
APP000012,3,2024-07-06,2,45,37667.3
APP000012,4,2024-08-06,2,45,35089.78
APP000012,5,2024-09-06,2,45,32558.28
APP000012,6,2024-10-06,1,15,31953.38
APP000012,7,2024-11-06,0,0,32505.75
APP000012,8,2024-12-06,0,0,30059.96
APP000012,9,2025-01-06,0,0,29577.8
APP000012,10,2025-02-06,0,0,27331.91
APP000012,11,2025-03-06,0,0,27108.15
APP000012,12,2025-04-06,0,0,27202.83
APP000012,13,2025-05-06,0,0,24919.34
APP000012,14,2025-06-06,0,0,24772.37
APP000012,15,2025-07-06,0,0,22679.32
APP000012,16,2025-08-06,0,0,21265.05
APP000012,17,2025-09-06,0,0,20082.66
APP000013,1,2024-03-16,0,0,35252.33
APP000013,2,2024-04-16,0,0,34203.31
APP000013,3,2024-05-16,1,15,32104.3
APP000013,4,2024-06-16,1,15,29780.5
APP000013,5,2024-07-16,1,15,31383.0
APP000013,6,2024-08-16,1,15,29915.98
APP000013,7,2024-09-16,1,15,27372.74
APP000013,8,2024-10-16,1,15,26566.55
APP000013,9,2024-11-16,0,0,25703.96
APP000013,10,2024-12-16,0,0,24297.13
APP000013,11,2025-01-16,0,0,23688.36
APP000013,12,2025-02-16,0,0,23865.71
APP000013,13,2025-03-16,0,0,21876.77
APP000013,14,2025-04-16,0,0,21136.19
APP000013,15,2025-05-16,0,0,20551.62
APP000013,16,2025-06-16,0,0,19619.53
APP000013,17,2025-07-16,0,0,17754.9
APP000013,18,2025-08-16,0,0,17976.78
APP000013,19,2025-09-16,0,0,15847.2
APP000014,1,2024-01-22,0,0,24339.06
APP000014,2,2024-02-22,0,0,22803.21
APP000014,3,2024-03-22,0,0,22715.77
APP000014,4,2024-04-22,0,0,22259.58
APP000014,5,2024-05-22,1,15,19336.83
APP000014,6,2024-06-22,0,0,19324.61
APP000014,7,2024-07-22,0,0,18907.23
APP000014,8,2024-08-22,0,0,16992.85
APP000014,9,2024-09-22,0,0,15327.44
APP000014,10,2024-10-22,1,15,14256.54
APP000014,11,2024-11-22,0,0,13732.27
APP000014,12,2024-12-22,0,0,12284.7
APP000014,13,2025-01-22,0,0,11657.07
APP000014,14,2025-02-22,0,0,10121.34
APP000014,15,2025-03-22,0,0,9290.49
APP000014,16,2025-04-22,0,0,8780.07
APP000014,17,2025-05-22,0,0,7539.74
APP000014,18,2025-06-22,0,0,6232.6
APP000014,19,2025-07-22,0,0,5142.32
APP000014,20,2025-08-22,0,0,4435.72
APP000014,21,2025-09-22,0,0,3241.55
APP000015,1,2023-10-07,1,15,26201.01
APP000015,2,2023-11-07,0,0,26602.89
APP000015,3,2023-12-07,0,0,23742.0
APP000015,4,2024-01-07,0,0,24122.97
APP000015,5,2024-02-07,0,0,21658.37
APP000015,6,2024-03-07,0,0,21781.17
APP000015,7,2024-04-07,0,0,20157.92
APP000015,8,2024-05-07,0,0,18585.39
APP000015,9,2024-06-07,0,0,18281.41
APP000015,10,2024-07-07,0,0,15735.22
APP000015,11,2024-08-07,0,0,15866.4
APP000015,12,2024-09-07,0,0,14066.37
APP000015,13,2024-10-07,0,0,13118.73
APP000015,14,2024-11-07,0,0,11159.31
APP000015,15,2024-12-07,0,0,10243.15
APP000015,16,2025-01-07,0,0,9518.51
APP000015,17,2025-02-07,0,0,8228.83
APP000015,18,2025-03-07,0,0,6998.32
APP000015,19,2025-04-07,0,0,5911.22
APP000015,20,2025-05-07,0,0,4551.41
APP000015,21,2025-06-07,0,0,3443.54
APP000015,22,2025-07-07,0,0,2377.18
APP000015,23,2025-08-07,0,0,1122.04
APP000015,24,2025-09-07,0,0,0.0
APP000016,1,2023-09-24,0,0,32375.09
APP000016,2,2023-10-24,0,0,32595.47
APP000016,3,2023-11-24,0,0,32642.28
APP000016,4,2023-12-24,0,0,31219.88
APP000016,5,2024-01-24,0,0,31062.13
APP000016,6,2024-02-24,0,0,27536.06
APP000016,7,2024-03-24,0,0,27131.15
APP000016,8,2024-04-24,0,0,25695.87
APP000016,9,2024-05-24,0,0,25891.23
APP000016,10,2024-06-24,0,0,24179.57
APP000016,11,2024-07-24,0,0,23276.17
APP000016,12,2024-08-24,0,0,23991.85
APP000016,13,2024-09-24,0,0,22588.96
APP000016,14,2024-10-24,0,0,21021.86
APP000016,15,2024-11-24,0,0,19705.22
APP000016,16,2024-12-24,0,0,19177.24
APP000016,17,2025-01-24,0,0,19008.87
APP000016,18,2025-02-24,0,0,16479.44
APP000016,19,2025-03-24,0,0,16636.17
APP000016,20,2025-04-24,0,0,15040.86
APP000016,21,2025-05-24,0,0,14219.23
APP000016,22,2025-06-24,0,0,12759.7
APP000016,23,2025-07-24,0,0,12771.66
APP000016,24,2025-08-24,0,0,11463.69
APP000016,25,2025-09-24,0,0,10178.49
APP000017,1,2024-02-16,0,0,6830.01
APP000017,2,2024-03-16,0,0,6283.92
APP000017,3,2024-04-16,0,0,6100.39
APP000017,4,2024-05-16,0,0,5681.97
APP000017,5,2024-06-16,0,0,5357.28
APP000017,6,2024-07-16,0,0,5432.57
APP000017,7,2024-08-16,0,0,4911.71
APP000017,8,2024-09-16,0,0,4779.31
APP000017,9,2024-10-16,0,0,4314.55
APP000017,10,2024-11-16,1,15,4194.8
APP000017,11,2024-12-16,1,15,3772.68
APP000017,12,2025-01-16,0,0,3581.74
APP000017,13,2025-02-16,0,0,3241.67
APP000017,14,2025-03-16,0,0,3049.84
APP000017,15,2025-04-16,0,0,2622.48
APP000017,16,2025-05-16,0,0,2276.95
APP000017,17,2025-06-16,0,0,2141.02
APP000017,18,2025-07-16,0,0,1688.02
APP000017,19,2025-08-16,0,0,1511.61
APP000017,20,2025-09-16,0,0,1193.58
APP000018,1,2023-08-03,1,15,31107.45
APP000018,2,2023-09-03,0,0,31762.18
APP000018,3,2023-10-03,0,0,30048.67
APP000018,4,2023-11-03,0,0,27537.67
APP000018,5,2023-12-03,0,0,27061.0
APP000018,6,2024-01-03,0,0,26057.84
APP000018,7,2024-02-03,0,0,25191.82
APP000018,8,2024-03-03,0,0,21899.1
APP000018,9,2024-04-03,0,0,20343.99
APP000018,10,2024-05-03,0,0,20511.01
APP000018,11,2024-06-03,0,0,19261.81
APP000018,12,2024-07-03,0,0,17353.98
APP000018,13,2024-08-03,0,0,16205.22
APP000018,14,2024-09-03,0,0,14325.77
APP000018,15,2024-10-03,0,0,13117.51
APP000018,16,2024-11-03,0,0,11843.36
APP000018,17,2024-12-03,0,0,10083.48
APP000018,18,2025-01-03,0,0,8154.18
APP000018,19,2025-02-03,0,0,7126.3
APP000018,20,2025-03-03,0,0,5574.15
APP000018,21,2025-04-03,0,0,4208.08
APP000018,22,2025-05-03,0,0,2798.53
APP000018,23,2025-06-03,0,0,1458.86
APP000018,24,2025-07-03,0,0,0.0
APP000018,25,2025-08-03,0,0,0.0
APP000018,26,2025-09-03,0,0,0.0
APP000019,1,2023-03-05,0,0,28364.29
APP000019,2,2023-04-05,0,0,27783.85
APP000019,3,2023-05-05,0,0,26771.89
APP000019,4,2023-06-05,0,0,27352.2
APP000019,5,2023-07-05,0,0,26168.14
APP000019,6,2023-08-05,0,0,25771.23
APP000019,7,2023-09-05,0,0,23798.25
APP000019,8,2023-10-05,0,0,23708.52
APP000019,9,2023-11-05,0,0,21803.18
APP000019,10,2023-12-05,0,0,21012.43
APP000019,11,2024-01-05,0,0,21868.1
APP000019,12,2024-02-05,0,0,19364.67
APP000019,13,2024-03-05,0,0,19673.37
APP000019,14,2024-04-05,0,0,19115.56
APP000019,15,2024-05-05,0,0,17213.67
APP000019,16,2024-06-05,0,0,16748.53
APP000019,17,2024-07-05,0,0,16821.54
APP000019,18,2024-08-05,0,0,14681.87
APP000019,19,2024-09-05,0,0,14807.22
APP000019,20,2024-10-05,0,0,13735.59
APP000019,21,2024-11-05,0,0,13266.24
APP000019,22,2024-12-05,0,0,11499.3
APP000019,23,2025-01-05,0,0,10804.86
APP000019,24,2025-02-05,0,0,10141.13
APP000019,25,2025-03-05,0,0,9279.82
APP000019,26,2025-04-05,0,0,8234.78
APP000019,27,2025-05-05,0,0,7489.0
APP000019,28,2025-06-05,0,0,6878.89
APP000019,29,2025-07-05,0,0,5892.2
APP000019,30,2025-08-05,0,0,4859.03
APP000019,31,2025-09-05,0,0,4142.73
APP000020,1,2023-08-24,0,0,42091.65
APP000020,2,2023-09-24,0,0,41347.24
APP000020,3,2023-10-24,0,0,40993.86
APP000020,4,2023-11-24,1,15,37527.85
APP000020,5,2023-12-24,1,15,38920.68
APP000020,6,2024-01-24,1,15,37604.2
APP000020,7,2024-02-24,1,15,34742.36
APP000020,8,2024-03-24,1,15,33198.86
APP000020,9,2024-04-24,1,15,34030.51
APP000020,10,2024-05-24,1,15,32343.85
APP000020,11,2024-06-24,0,0,31427.26
APP000020,12,2024-07-24,1,15,28182.18
APP000020,13,2024-08-24,1,15,28330.88
APP000020,14,2024-09-24,1,15,26662.96
APP000020,15,2024-10-24,1,15,26324.14
APP000020,16,2024-11-24,1,15,23587.76
APP000020,17,2024-12-24,1,15,22563.21
APP000020,18,2025-01-24,1,15,22648.25
APP000020,19,2025-02-24,0,0,19918.03
APP000020,20,2025-03-24,0,0,20250.69
APP000020,21,2025-04-24,0,0,18742.1
APP000020,22,2025-05-24,0,0,17197.68
APP000020,23,2025-06-24,0,0,15295.97
APP000020,24,2025-07-24,0,0,15327.29
APP000020,25,2025-08-24,0,0,13608.3
APP000020,26,2025-09-24,0,0,12777.09
APP000021,1,2023-11-30,0,0,25523.99
APP000021,2,2023-12-31,1,15,25301.58
APP000021,3,2024-01-31,0,0,24563.73
APP000021,4,2024-02-29,0,0,25255.54
APP000021,5,2024-03-31,0,0,24649.34
APP000021,6,2024-04-30,0,0,23155.47
APP000021,7,2024-05-31,1,15,22991.86
APP000021,8,2024-06-30,2,45,22358.46
APP000021,9,2024-07-31,3,75,20285.03
APP000021,10,2024-08-31,4,95,19655.88
APP000021,11,2024-09-30,4,95,19655.88
APP000021,12,2024-10-31,4,95,19655.88
APP000021,13,2024-11-30,4,95,19655.88
APP000021,14,2024-12-31,4,95,19655.88
APP000021,15,2025-01-31,4,95,19655.88
APP000021,16,2025-02-28,4,95,19655.88
APP000021,17,2025-03-31,4,95,19655.88
APP000021,18,2025-04-30,4,95,19655.88
APP000021,19,2025-05-31,4,95,19655.88
APP000021,20,2025-06-30,4,95,19655.88
APP000021,21,2025-07-31,4,95,19655.88
APP000021,22,2025-08-31,4,95,19655.88
APP000021,23,2025-09-30,4,95,19655.88
APP000022,1,2023-04-29,0,0,28491.32
APP000022,2,2023-05-29,0,0,27412.37
APP000022,3,2023-06-29,0,0,24124.02
APP000022,4,2023-07-29,0,0,23334.0
APP000022,5,2023-08-29,1,15,21910.38
APP000022,6,2023-09-29,2,45,22359.28
APP000022,7,2023-10-29,2,45,20094.61
APP000022,8,2023-11-29,2,45,18809.14
APP000022,9,2023-12-29,1,15,17007.9
APP000022,10,2024-01-29,0,0,16108.25
APP000022,11,2024-02-29,0,0,15841.34
APP000022,12,2024-03-29,0,0,13901.54
APP000022,13,2024-04-29,0,0,12984.32
APP000022,14,2024-05-29,0,0,12401.54
APP000022,15,2024-06-29,0,0,10613.82
APP000022,16,2024-07-29,0,0,9784.64
APP000022,17,2024-08-29,0,0,8558.41
APP000022,18,2024-09-29,0,0,7126.67
APP000022,19,2024-10-29,0,0,5766.5
APP000022,20,2024-11-29,0,0,4659.41
APP000022,21,2024-12-29,0,0,3643.2
APP000022,22,2025-01-29,0,0,2393.98
APP000022,23,2025-02-28,0,0,1135.93
APP000022,24,2025-03-29,0,0,0.0
APP000022,25,2025-04-29,0,0,0.0
APP000022,26,2025-05-29,0,0,0.0
APP000022,27,2025-06-29,0,0,0.0
APP000022,28,2025-07-29,0,0,0.0
APP000022,29,2025-08-29,0,0,0.0
APP000022,30,2025-09-29,0,0,0.0
APP000023,1,2023-02-24,0,0,7679.41
APP000023,2,2023-03-24,0,0,6967.1
APP000023,3,2023-04-24,0,0,6388.45
APP000023,4,2023-05-24,0,0,5733.61
APP000023,5,2023-06-24,1,15,5125.2
APP000023,6,2023-07-24,1,15,4442.82
APP000023,7,2023-08-24,0,0,3492.83
APP000023,8,2023-09-24,0,0,2952.76
APP000023,9,2023-10-24,0,0,2115.6
APP000023,10,2023-11-24,0,0,1363.48
APP000023,11,2023-12-24,0,0,738.72
APP000023,12,2024-01-24,0,0,0.0
APP000023,13,2024-02-24,0,0,0.0
APP000023,14,2024-03-24,0,0,0.0
APP000023,15,2024-04-24,0,0,0.0
APP000023,16,2024-05-24,0,0,0.0
APP000023,17,2024-06-24,0,0,0.0
APP000023,18,2024-07-24,0,0,0.0
APP000023,19,2024-08-24,0,0,0.0
APP000023,20,2024-09-24,0,0,0.0
APP000023,21,2024-10-24,0,0,0.0
APP000023,22,2024-11-24,0,0,0.0
APP000023,23,2024-12-24,0,0,0.0
APP000023,24,2025-01-24,0,0,0.0
APP000023,25,2025-02-24,0,0,0.0
APP000023,26,2025-03-24,0,0,0.0
APP000023,27,2025-04-24,0,0,0.0
APP000023,28,2025-05-24,0,0,0.0
APP000023,29,2025-06-24,0,0,0.0
APP000023,30,2025-07-24,0,0,0.0
APP000023,31,2025-08-24,0,0,0.0
APP000023,32,2025-09-24,0,0,0.0
APP000024,1,2025-01-27,0,0,24764.04
APP000024,2,2025-02-27,0,0,22407.46
APP000024,3,2025-03-27,0,0,22144.3
APP000024,4,2025-04-27,0,0,21549.32
APP000024,5,2025-05-27,0,0,20269.69
APP000024,6,2025-06-27,1,15,18853.37
APP000024,7,2025-07-27,1,15,16845.31
APP000024,8,2025-08-27,1,15,15885.85
APP000024,9,2025-09-27,1,15,15111.98
APP000025,1,2023-09-10,0,0,19242.31
APP000025,2,2023-10-10,0,0,18136.41
APP000025,3,2023-11-10,0,0,18172.71
APP000025,4,2023-12-10,0,0,19020.33
APP000025,5,2024-01-10,0,0,18396.7
APP000025,6,2024-02-10,0,0,16792.91
APP000025,7,2024-03-10,0,0,16586.86
APP000025,8,2024-04-10,0,0,17068.1
APP000025,9,2024-05-10,0,0,17250.1
APP000025,10,2024-06-10,0,0,16347.78
APP000025,11,2024-07-10,0,0,15772.24
APP000025,12,2024-08-10,0,0,15381.98
APP000025,13,2024-09-10,0,0,14816.48
APP000025,14,2024-10-10,0,0,15139.43
APP000025,15,2024-11-10,0,0,14163.43
APP000025,16,2024-12-10,0,0,14012.81
APP000025,17,2025-01-10,0,0,14059.76
APP000025,18,2025-02-10,0,0,13419.93
APP000025,19,2025-03-10,0,0,13164.65
APP000025,20,2025-04-10,0,0,12856.02
APP000025,21,2025-05-10,0,0,12588.58
APP000025,22,2025-06-10,0,0,12759.09
APP000025,23,2025-07-10,0,0,12331.09
APP000025,24,2025-08-10,0,0,11166.11
APP000025,25,2025-09-10,0,0,11411.31
APP000026,1,2023-05-29,0,0,45825.25
APP000026,2,2023-06-29,0,0,45989.15
APP000026,3,2023-07-29,0,0,43687.16
APP000026,4,2023-08-29,0,0,44986.77
APP000026,5,2023-09-29,0,0,44738.63
APP000026,6,2023-10-29,0,0,43122.69
APP000026,7,2023-11-29,0,0,38547.69
APP000026,8,2023-12-29,0,0,38971.42
APP000026,9,2024-01-29,0,0,36842.28
APP000026,10,2024-02-29,0,0,37221.68
APP000026,11,2024-03-29,0,0,32737.82
APP000026,12,2024-04-29,0,0,32682.06
APP000026,13,2024-05-29,0,0,30232.18
APP000026,14,2024-06-29,0,0,31742.96
APP000026,15,2024-07-29,0,0,29461.68
APP000026,16,2024-08-29,0,0,28635.17
APP000026,17,2024-09-29,0,0,26257.01
APP000026,18,2024-10-29,0,0,25789.87
APP000026,19,2024-11-29,0,0,23135.25
APP000026,20,2024-12-29,0,0,21891.41
APP000026,21,2025-01-29,0,0,20403.0
APP000026,22,2025-02-28,0,0,19986.57
APP000026,23,2025-03-29,0,0,17691.39
APP000026,24,2025-04-29,0,0,16039.0
APP000026,25,2025-05-29,0,0,15872.85
APP000026,26,2025-06-29,0,0,14055.83
APP000026,27,2025-07-29,0,0,12118.61
APP000026,28,2025-08-29,0,0,11512.77
APP000026,29,2025-09-29,0,0,9279.51
APP000027,1,2023-04-05,0,0,3939.48
APP000027,2,2023-05-05,1,15,3579.98
APP000027,3,2023-06-05,1,15,3520.35
APP000027,4,2023-07-05,1,15,3485.03
APP000027,5,2023-08-05,2,45,3317.87
APP000027,6,2023-09-05,2,45,2853.92
APP000027,7,2023-10-05,2,45,2837.79
APP000027,8,2023-11-05,3,75,2543.66
APP000027,9,2023-12-05,3,75,2524.3
APP000027,10,2024-01-05,3,75,2394.62
APP000027,11,2024-02-05,3,75,2266.78
APP000027,12,2024-03-05,3,75,2024.22
APP000027,13,2024-04-05,2,45,1851.66
APP000027,14,2024-05-05,2,45,1654.82
APP000027,15,2024-06-05,2,45,1465.96
APP000027,16,2024-07-05,2,45,1374.21
APP000027,17,2024-08-05,1,15,1195.87
APP000027,18,2024-09-05,1,15,985.73
APP000027,19,2024-10-05,0,0,799.11
APP000027,20,2024-11-05,0,0,648.41
APP000027,21,2024-12-05,0,0,503.79
APP000027,22,2025-01-05,0,0,323.31
APP000027,23,2025-02-05,0,0,161.19
APP000027,24,2025-03-05,0,0,0.0
APP000027,25,2025-04-05,0,0,0.0
APP000027,26,2025-05-05,0,0,0.0
APP000027,27,2025-06-05,0,0,0.0
APP000027,28,2025-07-05,0,0,0.0
APP000027,29,2025-08-05,0,0,0.0
APP000027,30,2025-09-05,0,0,0.0
APP000028,1,2024-04-17,0,0,17872.16
APP000028,2,2024-05-17,0,0,17489.74
APP000028,3,2024-06-17,0,0,17705.22
APP000028,4,2024-07-17,1,15,16489.47
APP000028,5,2024-08-17,1,15,16495.87
APP000028,6,2024-09-17,1,15,15569.92
APP000028,7,2024-10-17,1,15,16345.51
