application_id,bureau_credit_score,enquiries_last_6m,active_credit_accounts,defaults_on_file,months_since_last_delinquency,total_existing_debt,credit_utilization_pct,credit_file_age_months
APP000240,645,0,1,0,,2062.61,39.0,54
APP000241,804,2,2,0,,13256.19,0.0,102
APP000242,721,1,3,0,,12678.28,51.0,116
APP000243,572,11,5,2,1.0,20769.55,86.5,54
APP000244,696,1,3,0,,23174.93,68.4,38
APP000245,687,1,4,0,,0.0,25.8,180
APP000246,643,2,2,1,33.0,37539.55,32.0,164
APP000247,678,1,2,0,,15485.14,59.0,101
APP000248,757,0,4,0,,6455.03,38.9,191
APP000249,811,1,2,0,,16028.72,68.1,124
APP000250,730,0,6,0,,14513.95,39.7,103
APP000251,686,1,4,0,,3603.82,14.4,3
APP000252,755,1,4,0,,0.0,41.5,84
APP000253,603,2,1,0,,14692.97,38.4,131
APP000254,701,6,3,0,,16592.81,89.0,106
APP000255,790,2,7,0,,0.0,34.7,117
APP000256,773,0,3,0,,21375.31,38.2,4
APP000257,626,0,3,0,,29495.91,49.3,157
APP000258,731,0,6,0,,14462.63,13.5,148
APP000259,736,1,3,0,,7396.57,16.6,127
APP000260,735,0,5,0,,19796.09,32.6,117
APP000261,692,0,3,0,,14868.75,23.5,112
APP000262,562,8,3,1,14.0,25354.12,85.0,77
APP000263,712,0,3,0,,32939.75,47.6,218
APP000264,618,2,3,0,,38014.27,54.4,49
APP000265,696,0,8,0,,8563.44,7.4,48
APP000266,762,0,4,0,,6173.48,6.8,156
APP000267,607,3,3,0,,37526.02,54.1,27
APP000268,730,3,2,0,,26295.92,55.4,7
APP000269,734,0,2,0,,3160.81,43.5,96
APP000270,614,1,0,1,11.0,16237.82,21.4,75
APP000271,671,1,2,0,,22906.15,62.5,67
APP000272,605,1,4,1,9.0,20699.99,77.6,92
APP000273,712,1,3,0,,24956.94,55.9,21
APP000274,674,3,7,0,,16637.53,58.8,66
APP000275,690,3,2,0,,23914.79,0.0,104
APP000276,616,4,4,1,2.0,17418.24,71.0,56
APP000277,729,2,7,0,,17759.17,41.2,87
APP000278,724,0,2,0,,16771.53,50.5,129
APP000279,890,2,5,0,,0.0,33.1,52
APP000280,707,5,1,1,31.0,25531.15,39.9,120
APP000281,866,1,2,0,,11028.28,26.3,112
APP000282,760,1,5,0,,21061.21,23.6,104
APP000283,715,5,4,0,,27245.12,63.1,109
APP000284,797,3,4,0,,0.0,43.8,65
APP000285,568,5,3,0,,36314.93,68.5,117
APP000286,685,3,4,0,,6353.98,32.0,119
APP000287,709,4,3,0,,36743.86,70.5,129
APP000288,730,1,6,0,,21492.5,27.6,16
APP000289,734,4,3,0,,5646.37,64.3,116
APP000290,668,0,6,0,,25712.76,24.6,26
APP000291,713,1,7,0,,11981.27,11.2,141
APP000292,680,1,6,0,,15660.56,34.6,43
APP000293,770,0,0,0,,0.0,63.7,209
APP000294,735,0,5,0,,13446.67,30.2,84
APP000295,654,1,4,1,8.0,5479.99,66.7,165
APP000296,812,1,3,0,,12819.45,24.4,92
APP000297,729,2,5,0,,736.51,17.9,108
APP000298,661,2,4,0,,34987.65,61.0,50
APP000299,655,6,4,0,,32463.14,58.9,3
APP000300,801,0,5,0,,0.0,9.7,46
APP000301,796,0,2,0,,10907.73,8.1,87
APP000302,697,1,4,2,10.0,19151.47,51.5,46
APP000303,717,2,4,0,,0.0,58.4,96
APP000304,612,1,5,5,12.0,36810.47,28.3,149
APP000305,531,2,3,0,,14055.45,49.6,159
APP000306,586,4,2,1,4.0,14261.48,81.0,112
APP000307,553,5,1,1,18.0,24728.35,68.6,178
APP000308,803,1,3,0,,1838.39,19.5,191
APP000309,700,1,1,0,,12459.81,29.4,24
APP000310,646,4,3,0,,19466.38,86.3,73
APP000311,816,0,4,0,,21250.24,18.9,41
APP000312,623,3,3,1,23.0,14162.53,39.7,68
APP000313,757,0,3,0,,9982.35,7.0,241
APP000314,746,0,3,0,,4819.0,1.5,135
APP000315,784,0,4,0,,15426.55,21.2,27
APP000316,698,1,2,0,,8058.81,13.4,167
APP000317,678,1,4,0,,6479.03,41.4,51
APP000318,781,0,5,0,,7621.68,36.3,208
APP000319,683,1,4,0,,9001.72,35.8,119
APP000320,724,1,4,0,,20081.69,27.1,43
APP000321,506,5,2,1,4.0,63516.38,99.1,63
APP000322,763,5,5,0,,29015.84,6.1,49
APP000323,481,5,5,2,10.0,27758.31,56.2,110
APP000324,752,2,3,0,,416.93,61.4,90
APP000325,713,0,4,0,,27983.97,14.3,41
APP000326,858,3,4,0,,14859.91,40.7,49
APP000327,660,1,4,0,,15669.85,12.8,48
APP000328,588,3,4,0,,33447.07,72.6,88
APP000329,695,2,4,0,,12940.74,24.8,170
APP000330,695,1,7,0,,0.0,57.0,102
APP000331,790,3,0,0,,11774.2,80.6,23
APP000332,603,3,2,1,3.0,22113.33,62.6,123
APP000333,811,1,5,0,,37723.48,70.8,120
APP000334,592,6,2,3,14.0,41511.94,80.9,97
APP000335,617,4,6,2,9.0,33844.79,100.0,81
APP000336,801,2,1,0,,6885.33,30.4,29
APP000337,784,0,3,0,,0.0,23.8,138
APP000338,751,2,1,0,,8463.53,40.8,29
APP000339,727,3,3,0,,18209.43,66.8,30
APP000340,615,1,5,0,,19018.78,65.8,138
APP000341,627,2,4,0,,34488.78,27.2,83
APP000342,771,2,5,0,,3628.28,79.4,77
APP000343,567,1,6,0,,3.49,84.5,186
APP000344,514,1,5,1,2.0,39207.34,68.1,88
APP000345,683,1,2,0,,11311.21,16.8,109
APP000346,527,3,3,0,,9154.41,27.8,199
APP000347,728,1,5,0,,0.0,34.1,3
APP000348,666,3,5,0,,28189.87,84.2,161
APP000349,574,5,2,0,,14279.75,85.6,94
APP000350,846,1,3,0,,7342.46,40.2,84
APP000351,662,1,0,0,,31911.71,50.2,79
APP000352,703,0,6,0,,10073.2,46.3,105
APP000353,709,1,3,0,,4146.0,100.0,83
APP000354,708,2,3,0,,26180.67,58.7,111
APP000355,633,4,3,0,,25621.14,79.3,75
APP000356,755,0,3,0,,10877.5,56.7,77
APP000357,785,1,5,0,,12172.38,38.1,63
APP000358,565,3,2,1,120.0,35616.38,100.0,127
APP000359,769,1,4,0,,1350.96,48.2,78
APP000360,684,1,2,0,,18957.0,59.9,62
APP000361,705,0,4,0,,11105.09,38.9,74
APP000362,736,3,7,0,,6364.27,34.6,85
APP000363,796,1,7,0,,365.77,0.0,141
APP000364,777,0,3,0,,12578.52,10.4,55
APP000365,636,3,2,0,,3100.72,54.5,76
APP000366,635,1,4,0,,2798.75,28.1,86
APP000367,833,1,7,0,,14797.36,25.5,132
APP000368,638,3,2,0,,16052.48,84.0,121
APP000369,852,0,9,0,,2857.06,17.6,86
APP000370,823,1,4,0,,727.4,41.3,50
APP000371,794,1,3,0,,11365.51,79.0,23
APP000372,820,3,5,0,,0.0,24.7,29
APP000373,823,1,4,0,,0.0,9.7,81
APP000374,880,0,1,0,,22298.73,30.6,118
APP000375,720,1,1,0,,22699.6,44.7,82
APP000376,675,1,5,0,,23696.65,21.6,104
APP000377,845,0,2,0,,13359.11,19.4,48
APP000378,644,5,7,2,9.0,13589.79,71.8,102
APP000379,825,1,9,0,,1268.59,0.0,35
APP000380,784,2,3,0,,3087.09,43.3,34
APP000381,566,9,4,1,1.0,30383.51,61.1,96
APP000382,750,0,3,0,,12981.56,16.4,184
APP000383,572,2,1,0,,17730.79,35.4,132
APP000384,722,2,6,0,,12910.26,53.5,137
APP000385,697,0,2,0,,20589.37,39.2,141
APP000386,626,0,3,0,,18520.1,37.3,96
APP000387,773,3,4,0,,17298.59,6.8,81
APP000388,566,1,3,0,,26275.78,72.7,114
APP000389,698,2,4,0,,22745.8,40.6,107
APP000390,639,4,4,0,,24439.15,80.4,147
APP000391,634,3,0,1,41.0,13335.25,88.3,75
APP000392,798,1,5,0,,0.0,0.0,126
APP000393,900,3,5,0,,0.0,0.0,89
APP000394,706,1,6,0,,0.0,27.7,116
APP000395,793,1,7,0,,0.0,20.0,182
APP000396,680,1,4,0,,10942.15,73.0,65
APP000397,644,2,5,1,4.0,9249.8,80.0,112
APP000398,643,7,5,1,68.0,18526.96,63.9,151
APP000399,668,1,1,0,,0.0,10.1,36
APP000400,740,0,6,0,,9915.24,31.4,131
APP000401,817,0,4,0,,16626.38,0.0,90
APP000402,665,1,3,0,,29921.11,71.2,99
APP000403,641,3,1,0,,30141.72,41.2,133
APP000404,779,2,8,0,,0.0,12.8,87
APP000405,639,3,0,0,,18761.75,59.1,77
APP000406,441,2,0,2,13.0,37527.83,95.0,86
APP000407,702,2,3,0,,29192.58,48.7,30
APP000408,504,7,2,1,81.0,28990.73,87.2,168
APP000409,772,2,1,0,,6284.4,35.9,132
APP000410,889,2,2,0,,12070.08,42.8,62
APP000411,755,1,2,0,,0.0,31.6,100
APP000412,614,2,1,0,,16707.59,48.3,59
APP000413,568,1,0,0,,24019.34,50.2,143
APP000414,624,4,6,2,34.0,15885.83,54.8,137
APP000415,637,0,6,0,,5735.0,71.4,39
APP000416,684,1,4,0,,0.0,20.0,85
APP000417,607,4,2,2,4.0,22095.73,56.5,81
APP000418,624,1,2,0,,21394.03,53.2,97
APP000419,655,1,2,1,68.0,12159.52,52.9,55
APP000420,495,9,3,5,39.0,48699.26,100.0,38
APP000421,605,2,0,1,40.0,28830.36,42.5,97
APP000422,871,1,10,0,,0.0,0.0,26
APP000423,550,6,5,3,38.0,28212.77,38.4,109
APP000424,731,1,6,0,,11010.72,28.2,126
APP000425,757,2,2,0,,4214.1,71.4,27
APP000426,894,0,3,0,,0.0,0.0,118
APP000427,515,5,1,0,,38533.75,79.9,117
APP000428,644,3,2,2,1.0,33040.92,43.1,128
APP000429,639,4,3,0,,23911.83,64.7,168
APP000430,789,1,2,0,,14541.22,40.9,67
APP000431,637,3,0,0,,15115.44,70.4,114
APP000432,669,1,2,0,,29913.75,53.4,69
APP000433,741,1,5,0,,16844.2,36.9,149
APP000434,611,6,3,1,4.0,19760.14,65.7,72
APP000435,653,4,3,1,11.0,31594.12,55.0,145
APP000436,601,0,7,0,,19677.29,32.6,142
APP000437,770,0,1,0,,2948.9,28.6,123
APP000438,657,2,2,0,,14780.19,52.5,3
APP000439,704,2,3,0,,19611.37,31.9,95
APP000440,798,1,3,0,,3049.88,11.3,167
APP000441,705,1,6,0,,34057.08,27.4,31
APP000442,758,0,5,0,,0.0,53.0,115
APP000443,627,2,6,0,,4421.34,42.6,3
APP000444,730,2,5,0,,19084.11,33.4,129
APP000445,742,0,2,0,,16615.48,0.0,127
APP000446,776,3,6,0,,7740.57,23.5,96
APP000447,625,0,1,0,,17236.16,36.9,152
APP000448,756,0,6,0,,18879.31,19.4,72
APP000449,803,0,5,0,,0.0,44.3,72
APP000450,723,1,6,0,,18387.84,34.1,84
APP000451,661,1,2,0,,22368.5,97.7,85
APP000452,673,0,3,0,,25077.11,71.8,131
APP000453,590,2,3,0,,25115.75,40.3,145
APP000454,700,2,6,0,,6381.38,38.7,44
APP000455,850,0,1,0,,0.0,40.5,58
APP000456,652,4,4,1,6.0,6927.91,71.5,83
APP000457,746,0,10,0,,8446.6,78.4,84
APP000458,403,10,1,1,31.0,34364.91,99.5,137
APP000459,628,0,3,0,,17692.56,24.9,127
APP000460,738,1,4,0,,26529.47,41.0,96
APP000461,730,0,2,0,,25292.14,43.9,119
APP000462,786,2,4,0,,0.0,0.0,80
APP000463,681,0,4,0,,6425.93,67.4,42
APP000464,577,4,3,1,18.0,32479.1,55.0,69
APP000465,545,2,1,0,,37209.41,52.5,74
APP000466,613,3,3,1,46.0,25620.31,66.9,39
APP000467,765,2,4,0,,6012.76,49.5,68
APP000468,727,0,3,0,,20070.46,34.5,50
APP000469,717,0,5,0,,16516.52,52.1,83
APP000470,723,4,2,0,,25595.52,46.6,133
APP000471,793,2,7,0,,10030.11,57.2,148
APP000472,683,3,4,0,,19368.86,22.7,205
APP000473,599,5,3,1,28.0,29417.81,94.7,88
APP000474,824,1,1,0,,11980.38,28.2,99
APP000475,655,2,1,0,,19930.46,42.4,110
APP000476,742,0,6,0,,7209.58,21.4,83
APP000477,686,1,4,0,,15543.74,47.4,91
APP000478,588,3,2,0,,34030.32,90.2,126
APP000479,793,0,3,0,,17022.42,48.3,48
APP000480,792,0,4,0,,12358.59,31.9,138
APP000481,575,1,3,1,36.0,27154.54,39.4,49
APP000482,395,5,3,4,49.0,28131.42,94.9,146
APP000483,692,5,1,1,72.0,22979.85,56.5,116
APP000484,719,2,3,0,,9367.86,13.0,19
APP000485,609,2,5,0,,9584.0,39.3,29
APP000486,687,0,3,0,,27655.37,31.2,143
APP000487,651,6,4,0,,15594.18,47.4,114
APP000488,742,0,7,0,,23896.64,77.1,147
APP000489,732,2,1,0,,21341.73,72.8,112
APP000490,846,0,5,0,,8900.65,34.3,26
APP000491,502,7,1,2,13.0,41909.32,79.0,83
APP000492,691,3,4,0,,2548.01,66.3,57
APP000493,505,4,3,1,12.0,54230.98,82.3,29
APP000494,736,1,2,0,,38781.65,54.0,126
APP000495,805,1,8,0,,0.0,45.0,72
APP000496,585,3,4,0,,35941.71,71.9,23
APP000497,769,1,0,0,,11651.62,7.9,67
APP000498,762,1,5,0,,0.0,23.5,113
APP000499,575,4,2,1,58.0,19831.38,25.5,76
APP000500,680,4,5,0,,1527.58,41.5,92
APP000501,641,2,4,0,,14179.87,49.6,178
APP000502,771,0,6,0,,0.0,7.3,120
APP000503,659,7,3,1,11.0,2185.23,89.3,54
APP000504,671,6,1,0,,24928.34,63.0,76
APP000505,814,0,6,0,,0.0,59.6,145
APP000506,831,0,1,0,,0.0,62.9,58
APP000507,830,1,2,0,,5976.16,27.3,24
APP000508,719,0,4,0,,10243.99,23.6,130
APP000509,647,4,1,0,,20940.79,47.9,18
APP000510,745,2,3,0,,14275.85,33.8,3
APP000511,775,1,4,0,,6810.9,11.2,123
APP000512,670,2,1,0,,21475.11,90.5,122
APP000513,813,0,4,0,,17118.04,23.7,152
APP000514,711,0,4,0,,15063.93,22.6,86
APP000515,733,0,1,0,,2091.12,48.5,71
APP000516,718,0,1,0,,5692.36,58.3,80
APP000517,826,1,4,0,,3920.02,37.9,123
APP000518,644,0,2,0,,33836.57,24.2,140
APP000519,833,1,2,0,,0.0,8.4,100
APP000520,623,3,3,0,,30847.29,42.9,68
APP000521,799,2,4,0,,19470.94,43.4,125
APP000522,780,1,5,0,,4162.83,23.5,3
APP000523,723,2,4,0,,9700.01,83.2,201
APP000524,844,4,5,0,,1576.18,1.6,146
APP000525,592,0,3,0,,19598.98,26.8,105
APP000526,869,0,4,0,,781.87,34.9,120
APP000527,774,2,4,0,,14853.64,23.7,159
APP000528,687,1,4,0,,3518.99,22.9,70
APP000529,700,5,3,0,,23676.8,14.4,156
APP000530,805,0,5,0,,15004.63,16.0,141
APP000531,652,3,1,0,,8277.75,37.2,3
APP000532,723,3,1,0,,6474.66,73.0,40
APP000533,671,2,2,0,,20282.53,70.8,55
APP000534,567,2,3,1,18.0,32020.91,55.0,117
APP000535,607,1,3,0,,17875.47,74.6,89
APP000536,744,0,9,0,,24590.78,56.9,52
APP000537,812,0,6,0,,11722.15,20.3,152
APP000538,737,1,3,0,,8413.47,43.2,150
APP000539,786,1,9,0,,3140.39,65.0,138
APP000540,813,5,7,0,,10679.83,37.1,138
APP000541,796,1,4,0,,2846.63,0.4,189
APP000542,706,1,3,0,,21245.85,47.0,170
APP000543,647,1,3,0,,16231.9,2.9,111
APP000544,729,1,1,0,,19068.2,81.4,69
APP000545,783,3,2,0,,22073.38,23.1,89
APP000546,754,0,4,0,,10581.36,5.7,96
