application_id,application_date,applicant_age,annual_income,credit_score,employment_status,home_ownership,num_dependents,existing_debt,loan_amount,loan_term_months,loan_status
50004,2024-10-28,48,74037.08,811.0,Employed,Mortgage,0,12545.25,1000.0,24,Denied
50415,2024-06-24,62,69713.31,,Employed,Mortgage,1,11558.38,21865.06,12,Approved
50488,2024-06-20,41,15000.0,642.0,Self-Employed,Rent,0,13780.56,7309.36,60,Approved
50165,2024-10-18,45,84166.18,605.0,Employed,Rent,4,10650.2,20696.58,12,Pending
50040,2025-06-12,28,53111.88,,Employed,Mortgage,0,8416.98,1000.0,48,Denied
50426,2024-02-29,28,69168.35,759.0,Employed,Mortgage,0,14908.65,22236.93,36,Approved
50010,2024-08-13,36,106180.03,602.0,Employed,Mortgage,3,7634.3,17022.08,36,Approved
50087,2025-09-20,57,67953.85,662.0,Self-Employed,Own,2,520.07,19664.28,12,Approved
50078,2024-08-06,53,,773.0,Employed,Rent,1,0.0,39711.18,12,Approved
50231,2024-04-09,41,55079.19,799.0,Employed,Own,2,2564.5,14794.01,24,Denied
50484,2024-05-17,33,54862.24,618.0,Employed,Rent,0,19221.92,4079.53,12,Denied
50086,2024-06-17,25,15000.0,593.0,Employed,Own,1,9193.7,21290.48,36,Denied
50480,2024-10-07,37,27203.68,692.0,Self-Employed,Own,2,7548.24,24339.94,60,Denied
50336,2024-08-24,55,47582.01,690.0,Self-Employed,Mortgage,2,9807.97,4204.62,48,Approved
50448,2025-03-07,26,16837.84,724.0,Self-Employed,Mortgage,4,617.56,21993.28,12,Approved
50076,2024-07-07,42,42239.35,755.0,Self-Employed,Mortgage,2,9735.22,16110.09,24,Approved
50023,2024-01-14,57,51773.01,585.0,Employed,Rent,0,23685.59,1000.0,24,Approved
50129,2024-01-13,54,65367.28,556.0,Employed,Rent,0,10247.07,13763.22,60,Approved
50142,2024-02-08,59,39786.78,654.0,Employed,Own,3,17564.51,20416.29,12,Denied
50476,2024-08-30,26,15000.0,616.0,Employed,Mortgage,4,11680.96,15212.67,60,Approved
50229,2024-02-22,42,75312.09,621.0,Employed,Mortgage,4,13792.86,6097.65,12,Approved
50298,2024-11-16,63,55313.73,628.0,Self-Employed,Own,2,4965.97,7064.18,36,Approved
50205,2025-02-19,57,35813.26,748.0,Employed,Rent,0,11553.62,13264.91,60,Approved
50345,2024-02-10,41,17506.32,782.0,Self-Employed,Mortgage,4,11038.23,4593.97,60,Approved
50090,2024-10-24,28,44051.14,676.0,Employed,Mortgage,1,3191.56,17648.75,48,Approved
50018,2024-11-08,39,27080.48,680.0,Self-Employed,Rent,4,5252.99,5084.34,36,Denied
50107,2025-06-12,59,46995.58,636.0,Employed,Own,2,19719.32,10159.51,24,Approved
50410,2025-05-09,37,79793.23,706.0,Employed,Own,2,6517.67,19013.12,36,Approved
50257,2025-04-07,46,96913.34,719.0,Employed,Mortgage,2,10165.61,28166.1,36,Approved
50075,2024-03-16,41,40438.07,736.0,Employed,Mortgage,3,6762.34,1000.0,36,Approved
50012,2024-07-03,40,41589.41,,Employed,Mortgage,2,9183.84,1040.07,36,Approved
50037,2025-03-13,23,84845.55,,Unemployed,Mortgage,2,4816.65,17931.67,36,Denied
50016,2025-01-12,25,38989.97,826.0,Self-Employed,Own,4,16560.64,20525.47,36,Pending
50390,2025-03-17,49,105996.3,657.0,Employed,Rent,1,14844.59,14719.55,12,Denied
50099,2025-07-23,38,65640.86,658.0,Self-Employed,Mortgage,0,0.0,22280.32,48,Approved
50422,2025-05-12,45,59935.68,627.0,Employed,Rent,1,7674.8,11907.51,24,Approved
50250,2024-01-13,68,73193.57,616.0,Employed,Mortgage,3,6084.43,15044.54,48,Approved
50058,2024-05-12,21,78850.68,850.0,Employed,Mortgage,2,0.0,22474.77,60,Approved
50106,2024-05-24,44,61309.55,607.0,Employed,Own,1,6804.38,1000.0,12,Denied
50251,2024-06-22,40,73250.29,741.0,Employed,Mortgage,1,3840.62,12959.77,60,Denied
50005,2025-04-20,59,38332.86,764.0,Self-Employed,Rent,4,552.69,12804.95,12,Approved
50079,2024-03-24,56,58407.05,641.0,Employed,Mortgage,2,15840.95,1000.0,12,Pending
50030,2025-07-06,63,82475.98,685.0,Employed,Mortgage,4,11717.6,17763.15,12,Approved
50235,2024-07-28,29,51636.75,565.0,Employed,Own,3,11553.15,15803.27,24,Approved
50301,2025-08-22,28,68288.95,680.0,Self-Employed,Rent,2,9657.11,14896.35,24,Pending
50207,2025-05-03,62,91237.35,570.0,Employed,Own,3,5376.6,7108.2,60,Approved
50141,2025-01-16,61,56538.68,735.0,Retired,Rent,4,13774.06,23958.42,48,Denied
50131,2025-08-06,66,15000.0,589.0,Self-Employed,Own,4,6795.35,15167.07,48,Pending
50041,2024-06-03,43,85272.85,850.0,Employed,Mortgage,4,10640.89,23231.87,36,Denied
50421,2024-10-17,32,98777.09,650.0,Employed,Rent,4,9404.73,11829.99,24,Approved
50437,2025-05-29,41,96494.29,627.0,Employed,Mortgage,2,18520.56,25660.78,48,Approved
50188,2025-04-24,35,26688.94,792.0,Employed,Rent,3,8720.78,14025.74,12,Pending
50319,2025-01-19,61,72992.64,570.0,Employed,Mortgage,1,15552.84,21463.29,24,Denied
50417,2024-07-21,38,41990.31,612.0,Unemployed,Own,4,11003.0,31907.1,48,Denied
50411,2025-04-01,52,61978.64,704.0,Employed,Mortgage,4,6826.79,17161.23,48,Approved
50130,2025-04-08,22,18278.09,641.0,Employed,Rent,4,8075.13,13589.72,12,Pending
50424,2024-12-14,59,51983.8,399.0,Employed,Rent,1,3670.46,1000.0,60,Approved
50217,2024-08-06,33,74597.37,734.0,Employed,Own,4,12372.66,17582.87,24,Approved
50067,2024-05-05,37,70172.52,688.0,Employed,Rent,4,9999.85,18997.72,24,Approved
50478,2024-08-21,46,60096.27,684.0,Self-Employed,Own,3,12598.26,9914.1,12,Approved
50208,2025-06-04,69,43259.36,795.0,Employed,Rent,4,15815.07,20143.89,24,Approved
50044,2024-08-03,38,15000.0,694.0,Employed,Rent,4,5043.6,14195.16,24,Approved
50434,2024-09-25,58,40800.35,634.0,Employed,Rent,2,12291.77,17051.51,24,Pending
50105,2025-05-13,28,78817.93,536.0,Employed,Mortgage,4,5001.19,6470.75,12,Denied
50493,2024-10-25,30,82493.08,765.0,Retired,Mortgage,3,7354.14,11366.26,36,Approved
50329,2025-01-27,24,87069.73,758.0,Self-Employed,Mortgage,2,3986.85,13541.51,24,Pending
50374,2024-04-13,65,63894.76,749.0,Employed,Mortgage,3,3825.12,26363.39,60,Denied
50497,2024-07-11,66,19226.24,695.0,Employed,Mortgage,4,12073.63,3203.36,60,Approved
50143,2025-07-17,31,63656.46,780.0,Employed,Own,0,11789.66,11705.47,36,Approved
50289,2024-06-21,50,82362.19,593.0,Employed,Rent,0,9046.22,21601.89,36,Pending
50290,2024-03-13,53,39408.51,708.0,Employed,Mortgage,0,9697.14,8846.41,36,Denied
50314,2024-09-11,48,,737.0,Employed,Rent,3,10568.14,16514.91,48,Denied
50405,2025-03-21,22,48487.34,745.0,Employed,Mortgage,1,313.87,15950.7,36,Denied
50020,2024-06-08,59,87276.62,610.0,Self-Employed,Mortgage,1,11990.61,39710.92,48,Approved
50333,2025-04-25,35,65371.6,593.0,Self-Employed,Own,1,16081.61,18783.24,60,Denied
50367,2024-03-05,30,58909.53,795.0,Employed,Rent,2,8714.91,13920.63,36,Approved
50066,2024-08-15,60,67227.24,819.0,Employed,Rent,1,15338.28,18202.25,60,Pending
50136,2024-05-08,67,89184.83,711.0,Employed,Mortgage,3,8070.16,15996.58,36,Denied
50379,2024-01-12,49,77143.22,583.0,Employed,Mortgage,1,10789.01,17571.38,48,Approved
50482,2024-02-28,21,49864.7,763.0,Employed,Rent,4,4025.28,7401.51,12,Denied
50195,2025-07-30,27,117114.11,715.0,Employed,Mortgage,0,0.0,24004.8,24,Denied
50232,2024-10-16,54,87773.45,744.0,Self-Employed,Rent,4,11669.5,15507.95,24,Pending
50456,2024-02-28,30,67528.67,654.0,Employed,Rent,3,7406.34,15007.17,12,Denied
50380,2025-04-10,40,42795.74,800.0,Unemployed,Mortgage,4,19427.99,1000.0,24,Pending
50455,2024-07-10,23,75806.42,652.0,Employed,Own,3,7028.61,3232.34,24,Approved
50180,2024-04-21,66,59925.67,812.0,Retired,Mortgage,3,6996.51,2943.76,24,Approved
50375,2025-01-10,50,88373.32,757.0,Employed,Rent,4,14038.91,12352.18,48,Denied
50256,2024-01-25,59,33732.73,722.0,Retired,Mortgage,0,13805.09,20119.92,24,Approved
50034,2024-05-23,55,29007.96,633.0,Retired,Rent,3,2685.56,7744.72,48,Pending
50373,2025-05-26,40,78309.5,659.0,Employed,Own,2,7944.2,11251.46,24,Approved
50031,2024-01-30,43,15000.0,850.0,Employed,Own,1,0.0,5486.38,60,Approved
50353,2025-03-15,53,101354.74,782.0,Employed,Own,2,10741.68,8211.42,12,Approved
50035,2024-11-06,27,48342.08,656.0,Employed,Own,2,13051.28,14202.22,48,Approved
50395,2024-12-31,22,39611.04,537.0,Employed,Rent,3,5789.62,17875.46,12,Pending
50370,2025-07-15,65,39620.7,735.0,Employed,Mortgage,0,0.0,18288.69,48,Approved
50151,2025-01-24,34,72345.97,659.0,Employed,Own,1,1049.02,26265.03,60,Denied
50226,2025-04-07,56,68222.97,669.0,Retired,Own,3,0.0,22660.81,36,Approved
50300,2024-11-15,59,81471.92,716.0,Employed,Rent,1,11294.55,5252.67,12,Denied
50022,2025-07-18,58,62504.59,695.0,Employed,Mortgage,0,13809.16,22576.92,48,Approved
50483,2025-02-22,58,94413.72,600.0,Employed,Own,0,12697.51,33791.76,36,Pending
50206,2024-06-08,43,68213.51,659.0,Employed,Rent,1,0.0,4841.38,48,Approved
50432,2025-08-15,56,60324.76,777.0,Unemployed,Rent,1,6923.55,10499.95,36,Approved
50003,2024-06-02,52,48476.03,579.0,Employed,Mortgage,0,4953.17,11170.12,48,Denied
50444,2025-03-02,64,79509.13,688.0,Employed,Mortgage,2,14980.93,12958.16,60,Denied
50253,2024-12-05,39,99345.15,584.0,Employed,Rent,2,10475.23,6267.65,24,Pending
50172,2025-09-29,43,52664.4,600.0,Employed,Mortgage,1,13675.63,30672.0,60,Approved
