application_id,application_date,applicant_age,annual_income,credit_score,employment_status,home_ownership,num_dependents,existing_debt,loan_amount,loan_term_months,loan_status
50350,2024-01-17,69,34300.53,766.0,Employed,Own,0,1685.61,10039.83,24,Denied
50440,2025-08-26,49,15000.0,588.0,Self-Employed,Rent,2,6861.58,8437.74,60,Approved
50084,2025-08-11,51,33264.8,710.0,Employed,Mortgage,1,11699.08,13869.11,12,Approved
50247,2024-11-18,27,60194.96,602.0,Employed,Mortgage,4,7776.98,21853.55,24,Denied
50077,2024-12-10,61,100099.45,615.0,Employed,Rent,3,9162.63,20822.25,24,Denied
50280,2024-01-10,53,35125.9,715.0,Employed,Own,0,0.0,1000.0,36,Pending
50085,2025-01-27,26,59208.69,707.0,Employed,Mortgage,4,6737.76,11267.57,36,Approved
50216,2024-12-18,43,50636.84,561.0,Employed,Mortgage,0,3053.05,27468.51,48,Approved
50070,2025-08-26,60,20743.15,850.0,Employed,Own,4,11485.14,3717.31,12,Approved
50161,2024-04-23,63,15000.0,718.0,Retired,Rent,0,9324.65,16893.22,24,Pending
50112,2024-11-06,33,69810.9,597.0,Unemployed,Own,2,957.12,7402.41,12,Approved
50069,2024-01-31,23,80963.85,655.0,Employed,Own,0,20678.74,18833.83,12,Approved
50306,2024-06-17,40,55564.88,730.0,Employed,Rent,3,4761.74,18686.8,48,Denied
50495,2024-01-22,23,,688.0,Employed,Own,4,8568.41,9405.06,60,Pending
50470,2024-03-14,36,51974.49,643.0,Employed,Own,1,427.92,11205.89,36,Approved
50281,2025-09-13,63,76446.88,786.0,Retired,Mortgage,4,6271.04,22284.36,60,Denied
50465,2024-09-18,37,75664.15,752.0,Unemployed,Own,0,15078.21,17302.84,24,Pending
50154,2025-06-13,61,58719.91,631.0,Employed,Mortgage,3,24864.18,18096.84,36,Denied
50132,2025-06-23,54,60918.37,658.0,Unemployed,Rent,1,9458.92,11912.48,36,Approved
50083,2024-11-13,52,63019.78,590.0,Employed,Mortgage,1,10563.78,19934.48,12,Approved
50156,2024-02-22,22,35696.59,709.0,Employed,Own,2,10549.24,19090.65,60,Denied
50442,2025-06-14,33,57145.44,622.0,Employed,Mortgage,3,10449.78,10840.35,36,Denied
50026,2024-07-19,27,56905.39,667.0,Employed,Mortgage,0,5640.12,30405.49,36,Approved
50287,2024-02-02,25,,523.0,Employed,Mortgage,3,9060.31,24026.07,12,Approved
50164,2024-07-23,48,89489.51,582.0,Self-Employed,Mortgage,1,16055.54,28398.5,12,Approved
50473,2024-07-13,24,35016.83,702.0,Employed,Mortgage,1,14357.18,12155.13,24,Approved
50155,2024-09-28,64,61072.15,693.0,Employed,Mortgage,0,11025.24,11910.54,24,Pending
50060,2024-05-31,43,45552.76,612.0,Employed,Own,0,11162.03,5679.64,12,Approved
50399,2024-12-07,32,63517.27,612.0,Employed,Mortgage,2,22445.35,4640.96,24,Approved
50328,2024-02-12,66,63103.37,611.0,Employed,Mortgage,4,14149.62,20207.09,24,Approved
50386,2025-01-17,59,78183.34,616.0,Self-Employed,Rent,3,7728.85,10241.09,24,Denied
50436,2025-02-18,66,74485.6,696.0,Employed,Rent,0,0.0,17582.44,12,Approved
50061,2024-04-02,56,27696.46,682.0,Employed,Own,3,7728.37,2559.97,48,Approved
50258,2024-08-29,69,34885.4,565.0,Employed,Mortgage,0,8433.44,18045.21,60,Approved
50385,2025-04-25,46,31034.26,850.0,Unemployed,Own,4,6217.77,17111.66,60,Approved
50230,2024-09-03,61,51514.76,749.0,Unemployed,Own,3,5151.89,24992.72,12,Denied
50094,2024-11-21,26,38132.92,706.0,Self-Employed,Own,2,9258.85,12639.78,24,Approved
50296,2025-01-27,63,,626.0,Retired,Own,3,0.0,3351.23,24,Denied
50236,2024-09-19,22,89011.85,850.0,Employed,Own,2,5788.06,22572.1,12,Approved
50009,2025-07-11,68,109356.56,711.0,Employed,Mortgage,4,20100.48,13704.96,12,Pending
50445,2024-01-11,43,58703.0,615.0,Self-Employed,Mortgage,2,15819.49,6069.29,60,Denied
50412,2025-06-05,66,67994.45,758.0,Employed,Mortgage,0,8015.76,19929.03,12,Denied
50489,2025-06-26,49,15000.0,685.0,Self-Employed,Rent,2,15559.18,21118.29,24,Denied
50109,2024-12-29,32,103989.12,671.0,Employed,Mortgage,4,2547.84,29083.1,48,Denied
50091,2025-01-12,53,,695.0,Employed,Own,1,0.0,19726.15,36,Denied
50113,2024-05-07,30,,691.0,Employed,Mortgage,4,12854.35,9558.36,24,Pending
50321,2025-01-28,45,15000.0,607.0,Employed,Mortgage,0,14775.7,24849.2,60,Approved
50255,2025-07-08,38,65840.96,431.0,Employed,Mortgage,3,17354.26,12040.57,12,Approved
50214,2025-09-21,38,66377.27,765.0,Self-Employed,Own,4,7941.65,10295.04,48,Denied
50428,2024-04-23,67,78435.81,621.0,Self-Employed,Own,4,14218.49,18221.12,36,Approved
50349,2024-07-30,36,104316.55,803.0,Employed,Own,0,4052.0,30078.72,60,Pending
50354,2025-02-04,32,86466.78,603.0,Employed,Rent,4,10942.71,6528.37,48,Pending
50269,2025-08-03,67,39172.14,788.0,Employed,Rent,4,8820.06,19528.81,24,Pending
50396,2024-07-18,60,30171.47,619.0,Employed,Rent,3,18515.53,11730.71,12,Approved
50383,2024-10-15,48,102516.89,682.0,Self-Employed,Mortgage,0,2437.0,21080.42,24,Denied
50401,2025-08-20,36,70858.48,671.0,Employed,Own,4,0.0,20223.51,60,Pending
50340,2024-02-03,37,15000.0,644.0,Employed,Mortgage,0,5398.89,16368.89,60,Approved
50384,2024-07-06,58,63112.66,575.0,Self-Employed,Mortgage,4,4546.62,3081.25,48,Approved
50346,2024-01-06,27,86591.36,641.0,Retired,Own,4,8101.34,22908.53,12,Approved
50212,2024-10-21,24,64126.55,565.0,Self-Employed,Own,2,14162.96,16066.5,12,Denied
50174,2025-01-26,47,102312.06,775.0,Retired,Mortgage,3,7688.73,23005.77,24,Approved
50265,2025-01-03,54,55600.55,757.0,Employed,Mortgage,4,7412.8,1000.0,24,Approved
50082,2024-02-18,31,56188.13,715.0,Employed,Rent,1,1392.91,7701.82,24,Denied
50074,2024-06-23,60,27713.76,607.0,Retired,Mortgage,3,9776.66,12384.64,48,Approved
50194,2024-09-24,62,59637.45,752.0,Employed,Own,3,0.0,16206.05,12,Denied
50479,2025-04-06,31,75978.91,621.0,Employed,Rent,1,15618.54,27181.58,24,Pending
50053,2024-07-31,37,35584.56,796.0,Retired,Own,1,12875.06,21828.8,60,Denied
50388,2025-02-28,50,56596.92,731.0,Employed,Rent,4,18994.0,10254.61,48,Pending
50055,2025-09-26,68,44082.13,642.0,Retired,Mortgage,3,13465.65,2375.56,24,Approved
50238,2025-09-10,25,57940.97,463.0,Employed,Own,3,0.0,19205.72,60,Pending
50467,2024-07-10,34,19467.32,659.0,Employed,Mortgage,4,9681.26,14919.15,36,Approved
50389,2025-03-10,53,15104.65,689.0,Employed,Rent,4,10135.2,17388.41,36,Approved
50433,2025-05-29,43,53491.28,692.0,Unemployed,Mortgage,2,11476.06,6211.4,60,Denied
50187,2024-09-21,52,61823.1,566.0,Self-Employed,Own,1,13724.01,19395.53,48,Denied
50227,2024-05-03,41,38571.34,744.0,Employed,Rent,3,4324.83,12725.06,48,Denied
50342,2025-05-03,32,63560.54,743.0,Employed,Mortgage,0,7247.01,5887.07,36,Approved
50170,2024-10-16,43,45015.41,690.0,Unemployed,Mortgage,2,0.0,1000.0,24,Denied
50081,2025-07-18,60,85155.94,641.0,Retired,Own,2,0.0,25977.09,24,Denied
50381,2024-05-27,69,42384.93,736.0,Employed,Rent,1,10658.97,7260.14,48,Denied
50241,2025-03-19,66,64674.71,512.0,Unemployed,Rent,1,10541.59,1179.95,48,Approved
50398,2024-01-06,23,36792.0,695.0,Self-Employed,Own,0,13353.47,9334.47,48,Denied
50244,2024-05-22,28,15000.0,688.0,Employed,Rent,1,1069.25,26482.45,48,Approved
50261,2025-09-24,28,82552.72,558.0,Employed,Own,3,8080.16,17347.91,24,Denied
50204,2024-07-20,39,68011.62,718.0,Employed,Own,1,5170.75,17284.82,12,Approved
50358,2024-11-06,50,,524.0,Employed,Rent,0,15458.27,32057.3,36,Pending
50402,2025-07-14,29,68696.63,525.0,Self-Employed,Mortgage,0,10647.44,11384.08,36,Denied
50391,2024-08-01,30,70457.23,606.0,Self-Employed,Mortgage,0,10203.32,1000.0,12,Denied
50159,2024-07-12,58,45795.89,733.0,Employed,Own,3,8559.71,17521.82,48,Approved
50210,2025-04-27,42,80742.1,850.0,Employed,Own,1,15453.88,25753.7,48,Pending
50089,2024-12-07,69,33821.26,637.0,Employed,Mortgage,2,10964.71,13942.83,12,Approved
50111,2024-08-10,21,54249.85,578.0,Self-Employed,Mortgage,1,9677.66,1000.0,24,Denied
50305,2024-01-03,45,45793.68,737.0,Employed,Mortgage,0,16502.98,12575.16,24,Approved
50045,2024-02-27,37,71653.77,846.0,Self-Employed,Own,1,19565.78,9410.61,60,Denied
50462,2025-05-01,68,39599.57,632.0,Employed,Mortgage,2,12307.86,17206.13,36,Approved
50245,2024-01-29,48,56535.44,612.0,Employed,Rent,1,9383.17,10569.22,60,Denied
50498,2024-08-26,60,126449.3,642.0,Self-Employed,Mortgage,2,12350.07,13980.06,36,Approved
50017,2025-05-07,65,58163.43,764.0,Employed,Own,3,8329.64,12504.03,48,Approved
50182,2025-09-17,60,75979.51,734.0,Employed,Mortgage,3,15454.44,20976.49,60,Denied
50222,2024-02-18,69,15000.0,,Unemployed,Rent,0,14188.09,30799.48,60,Approved
50382,2025-04-04,51,76691.53,535.0,Employed,Mortgage,2,9293.47,25067.99,60,Approved
50284,2024-01-20,54,44405.98,749.0,Self-Employed,Mortgage,4,21918.76,10693.81,12,Denied
50092,2025-01-10,58,19958.96,639.0,Self-Employed,Mortgage,4,10760.02,19375.27,12,Denied
50372,2024-07-21,35,93057.01,775.0,Employed,Rent,1,15342.14,20527.13,36,Approved
50307,2025-03-08,35,68466.36,770.0,Employed,Rent,4,9388.89,8590.24,48,Approved
50038,2025-05-03,64,87276.57,611.0,Employed,Mortgage,4,0.0,1000.0,60,Denied
50279,2024-01-31,58,28806.54,654.0,Employed,Mortgage,1,18048.2,19439.53,36,Approved
50221,2024-07-17,37,49188.41,734.0,Employed,Mortgage,0,9583.03,8335.52,36,Pending
50403,2024-01-10,68,49552.62,660.0,Self-Employed,Own,2,16397.99,14015.57,12,Denied
50397,2025-02-10,66,21856.99,702.0,Unemployed,Own,4,0.0,14188.33,48,Approved
50288,2025-10-01,24,87198.43,683.0,Retired,Own,3,6519.73,9627.21,24,Pending
50419,2024-05-09,49,62178.94,750.0,Employed,Own,2,0.0,19594.97,24,Approved
50312,2025-06-19,51,54340.92,764.0,Employed,Rent,3,2373.93,1000.0,12,Approved
50500,2024-04-30,25,87199.46,705.0,Employed,Rent,3,12906.12,12029.81,24,Pending
50153,2024-05-16,60,114418.78,720.0,Employed,Mortgage,3,9147.35,17574.17,48,Pending
50097,2025-04-14,34,73007.85,711.0,Employed,Rent,4,11201.57,9147.91,12,Approved
50477,2024-03-25,36,43318.17,614.0,Employed,Mortgage,0,20689.73,4313.82,48,Pending
50249,2025-04-01,26,87221.63,745.0,Self-Employed,Rent,1,6720.51,13730.16,24,Approved
50062,2025-07-11,25,115202.9,784.0,Unemployed,Mortgage,2,15555.61,27272.1,24,Approved
50271,2024-06-08,67,45320.67,661.0,Self-Employed,Mortgage,2,2279.24,11971.3,48,Denied
50211,2025-02-07,33,40705.34,,Self-Employed,Rent,3,779.08,15604.88,36,Approved
50027,2025-07-25,58,68944.84,642.0,Employed,Rent,2,2664.85,13912.68,12,Pending
50175,2024-11-13,32,78750.3,634.0,Self-Employed,Mortgage,0,0.0,12120.42,36,Approved
50326,2025-02-16,62,50838.38,741.0,Employed,Mortgage,0,12541.96,17193.54,60,Denied
50283,2024-06-30,25,15327.0,679.0,Employed,Mortgage,1,10409.79,9235.73,24,Pending
50019,2025-08-31,31,91934.48,638.0,Employed,Own,3,9362.98,9007.93,24,Approved
50056,2025-03-11,40,46649.69,712.0,Employed,Own,4,17193.41,10056.76,24,Approved
50335,2024-01-27,37,15000.0,598.0,Employed,Rent,0,8687.23,29850.14,36,Approved
50406,2025-05-27,35,97811.34,628.0,Self-Employed,Mortgage,0,13287.71,26055.56,24,Pending
50063,2025-06-30,39,29762.08,582.0,Self-Employed,Mortgage,3,6290.71,10334.63,48,Approved
50137,2024-04-24,47,43350.22,771.0,Retired,Rent,4,6439.61,13532.29,60,Approved
50021,2025-07-05,56,15000.0,552.0,Employed,Mortgage,4,10672.46,21022.27,12,Denied
50149,2024-06-29,65,24693.69,783.0,Employed,Mortgage,1,10106.68,9243.64,36,Denied
50338,2025-09-11,48,68116.57,651.0,Self-Employed,Mortgage,1,10976.74,18365.94,24,Denied
50446,2025-06-28,55,23785.16,670.0,Employed,Rent,2,15742.42,11127.27,24,Approved
50117,2024-05-31,50,84060.46,570.0,Self-Employed,Own,4,17398.87,5234.44,60,Approved
50252,2025-06-09,55,65244.06,766.0,Employed,Own,1,23818.43,14798.89,24,Approved
50274,2024-06-22,69,40540.15,754.0,Employed,Rent,4,9107.72,20744.06,12,Denied
50430,2024-07-15,22,105895.36,791.0,Employed,Mortgage,0,3150.05,18532.59,12,Pending
50458,2025-04-19,40,75821.43,796.0,Employed,Mortgage,0,6580.48,11368.76,36,Approved
50064,2024-08-23,22,90729.5,613.0,Employed,Own,1,3418.25,19152.18,36,Approved
50409,2024-06-27,65,26258.97,684.0,Employed,Mortgage,3,4914.38,9470.53,48,Approved
50439,2024-12-12,57,68317.97,734.0,Employed,Own,1,1941.87,12599.5,48,Approved
50024,2024-11-12,50,61482.51,736.0,Self-Employed,Own,0,6572.58,11756.64,36,Denied
50134,2025-08-06,42,80417.64,655.0,Employed,Rent,0,21459.57,14136.14,60,Denied
50334,2025-07-15,42,33073.74,786.0,Employed,Own,0,7101.66,22722.48,48,Approved
50167,2024-06-11,24,80215.96,664.0,Retired,Mortgage,2,9150.0,6593.31,48,Approved
50362,2024-10-31,56,55364.26,681.0,Employed,Mortgage,2,25412.72,14985.15,36,Approved
50400,2024-07-01,34,71763.1,696.0,Employed,Mortgage,0,5450.25,19120.74,60,Pending
50215,2025-04-19,52,75229.14,629.0,Retired,Rent,4,18925.39,10281.59,24,Approved
